,날짜,애플,테슬라,구글,삼성전자
2278,2011-12-12,13.99,6.08,313.0,26440.0
2279,2011-12-09,14.06,6.21,314.0,26000.0
2280,2011-12-08,13.95,6.18,308.3,26260.0
2281,2011-12-07,13.9,6.84,312.0,26300.0
2282,2011-12-06,13.96,6.97,312.2,26040.0
2283,2011-12-05,14.04,6.88,313.1,26740.0
2284,2011-12-02,13.92,6.66,310.5,26720.0
2285,2011-12-01,13.85,6.52,307.2,26600.0
2286,2011-11-30,13.65,6.55,300.0,26000.0
2287,2011-11-29,13.33,6.35,291.8,25920.0
2288,2011-11-28,13.43,6.51,294.4,26080.0
2289,2011-11-25,12.98,6.33,281.8,26500.0
2290,2011-11-23,13.11,6.29,285.3,27440.0
2291,2011-11-22,13.45,6.41,290.3,27460.0
2292,2011-11-21,13.18,6.35,290.8,27400.0
2293,2011-11-18,13.39,6.52,297.7,27340.0
2294,2011-11-17,13.48,6.74,300.7,27380.0
2295,2011-11-16,13.74,6.99,306.0,26920.0
2296,2011-11-15,13.89,6.79,308.6,26760.0
2297,2011-11-14,13.54,6.64,306.8,26500.0
2298,2011-11-11,13.74,6.73,304.5,26540.0
2299,2011-11-10,13.76,6.27,297.8,26540.0
2300,2011-11-09,14.12,6.18,300.8,26040.0
2301,2011-11-08,14.51,6.37,306.5,25740.0
2302,2011-11-07,14.28,6.25,304.5,26280.0
2303,2011-11-04,14.29,6.46,298.4,26300.0
2304,2011-11-03,14.4,6.49,299.0,26300.0
2305,2011-11-02,14.19,5.74,292.7,26720.0
2306,2011-11-01,14.16,5.78,289.6,26020.0
2307,2011-10-31,14.46,5.87,296.6,25880.0
2308,2011-10-28,14.46,5.97,300.4,25120.0
2309,2011-10-27,14.45,5.75,299.6,25000.0
2310,2011-10-26,14.31,5.6,293.4,25000.0
2311,2011-10-25,14.21,5.65,291.9,23920.0
2312,2011-10-24,14.49,5.71,298.5,23780.0
2313,2011-10-21,14.03,5.61,295.5,24360.0
2314,2011-10-20,14.12,5.47,292.1,24360.0
2315,2011-10-19,14.24,5.51,290.6,24660.0
2316,2011-10-18,15.08,5.67,295.5,24300.0
2317,2011-10-17,15.0,5.48,291.5,24600.0
2318,2011-10-14,15.07,5.61,296.1,23900.0
2319,2011-10-13,14.59,5.59,279.8,23600.0
2320,2011-10-12,14.36,5.56,274.5,25500.0
2321,2011-10-11,14.3,5.52,271.9,25740.0
2322,2011-10-10,13.89,5.58,268.9,25280.0
2323,2011-10-07,13.21,5.4,257.8,25640.0
2324,2011-10-06,13.48,5.39,257.6,25660.0
2325,2011-10-05,13.51,5.07,252.6,25900.0
2326,2011-10-04,13.3,4.73,251.2,26900.0
2327,2011-10-03,13.38,4.75,248.0,26900.0
2328,2011-09-30,13.62,4.88,257.8,26500.0
2329,2011-09-29,13.95,4.82,264.0,26960.0
2330,2011-09-28,14.18,4.92,264.7,26800.0
2331,2011-09-27,14.26,5.24,269.9,26400.0
2332,2011-09-26,14.4,5.1,266.2,25880.0
2333,2011-09-23,14.44,5.28,263.0,25960.0
2334,2011-09-22,14.35,5.13,260.6,24860.0
2335,2011-09-21,14.72,5.17,269.9,25260.0
2336,2011-09-20,14.77,5.2,273.6,26000.0
2337,2011-09-19,14.7,5.15,273.6,26180.0
2338,2011-09-16,14.3,5.16,273.6,25500.0
2339,2011-09-15,14.03,4.96,271.5,24660.0
2340,2011-09-14,13.9,4.87,266.3,23440.0
2341,2011-09-13,13.74,4.82,265.0,23160.0
2342,2011-09-12,13.57,4.58,265.3,23400.0
2343,2011-09-09,13.48,4.59,262.7,23240.0
2344,2011-09-08,13.72,4.72,267.7,23820.0
2345,2011-09-07,13.71,4.77,267.3,23900.0
2346,2011-09-06,13.56,4.59,261.3,23080.0
2347,2011-09-02,13.36,4.61,262.7,23360.0
2348,2011-09-01,13.61,4.8,266.5,23040.0
2349,2011-08-31,13.74,4.95,270.7,22780.0
2350,2011-08-30,13.93,4.93,270.6,21820.0
2351,2011-08-29,13.93,4.94,269.8,22360.0
2352,2011-08-26,13.7,4.75,263.7,22540.0
2353,2011-08-25,13.35,4.62,260.3,22520.0
2354,2011-08-24,13.43,4.77,261.9,23220.0
2355,2011-08-23,13.34,4.59,259.7,23700.0
2356,2011-08-22,12.73,4.39,249.3,23820.0
2357,2011-08-19,12.72,4.46,245.7,23500.0
2358,2011-08-18,13.07,4.85,252.7,23480.0
2359,2011-08-17,13.59,5.17,266.8,24020.0
2360,2011-08-16,13.59,5.22,269.8,23360.0
2361,2011-08-15,13.69,5.25,278.9,23340.0
2362,2011-08-12,13.46,5.26,282.2,22780.0
2363,2011-08-11,13.35,5.06,281.3,22640.0
2364,2011-08-10,12.99,4.76,274.8,23640.0
2365,2011-08-09,13.36,5.01,287.0,24540.0
2366,2011-08-08,12.61,4.73,273.3,25040.0
2367,2011-08-05,13.34,4.85,289.8,24880.0
2368,2011-08-04,13.48,4.95,289.0,24860.0
2369,2011-08-03,14.02,5.44,300.9,24340.0
2370,2011-08-02,13.89,5.47,296.5,25220.0
2371,2011-08-01,14.17,5.75,303.7,25420.0
2372,2011-07-29,13.95,5.63,302.1,25100.0
2373,2011-07-28,13.99,5.63,305.8,25360.0
2374,2011-07-27,14.02,5.53,303.9,24940.0
2375,2011-07-26,14.41,5.6,311.6,25300.0
2376,2011-07-25,14.23,5.7,309.8,24060.0
2377,2011-07-22,14.05,5.86,309.4,23920.0
2378,2011-07-21,13.83,5.74,303.8,24660.0
2379,2011-07-20,13.82,5.74,298.0,24220.0
2380,2011-07-19,13.46,5.58,301.6,24520.0
2381,2011-07-18,13.35,5.45,297.8,24760.0
2382,2011-07-15,13.03,5.52,299.1,24500.0
2383,2011-07-14,12.78,5.52,264.7,24500.0
2384,2011-07-13,12.79,5.73,269.4,24420.0
2385,2011-07-12,12.63,5.63,267.3,24800.0
2386,2011-07-11,12.64,5.67,263.9,24180.0
2387,2011-07-08,12.85,5.76,266.3,23320.0
2388,2011-07-07,12.76,5.95,273.6,24460.0
2389,2011-07-06,12.56,5.79,267.9,24600.0
2390,2011-07-05,12.48,5.83,266.5,26220.0
2391,2011-07-01,12.26,5.8,260.8,26280.0
2392,2011-06-30,11.99,5.83,253.4,26060.0
2393,2011-06-29,11.93,5.66,249.0,26540.0
2394,2011-06-28,11.97,5.62,247.1,26620.0
2395,2011-06-27,11.86,5.49,241.6,26820.0
2396,2011-06-24,11.66,5.51,237.7,26840.0
2397,2011-06-23,11.83,5.54,240.3,27200.0
2398,2011-06-22,11.52,5.44,243.7,28020.0
2399,2011-06-21,11.62,5.51,246.7,28200.0
2400,2011-06-20,11.26,5.2,242.5,27800.0
2401,2011-06-17,11.44,5.3,242.8,27480.0
2402,2011-06-16,11.61,5.3,250.4,26800.0
2403,2011-06-15,11.67,5.46,251.7,26100.0
2404,2011-06-14,11.87,5.72,254.4,25660.0
2405,2011-06-13,11.66,5.69,252.6,25580.0
2406,2011-06-10,11.64,5.57,255.0,25640.0
2407,2011-06-09,11.84,5.52,258.6,26140.0
2408,2011-06-08,11.87,5.42,259.8,25860.0
2409,2011-06-07,11.86,5.67,259.8,24980.0
2410,2011-06-06,12.07,5.74,260.8,25180.0
2411,2011-06-03,12.27,6.03,261.8,25360.0
2412,2011-06-02,12.36,5.75,264.3,25460.0
2413,2011-06-01,12.34,5.7,263.0,26220.0
2414,2011-05-31,12.42,6.03,264.8,26340.0
2415,2011-05-27,12.05,5.91,260.7,26640.0
2416,2011-05-26,11.96,5.9,259.3,26600.0
2417,2011-05-25,12.03,5.8,260.1,26400.0
2418,2011-05-24,11.86,5.34,259.4,26700.0
2419,2011-05-23,11.94,5.36,259.5,25980.0
2420,2011-05-20,11.97,5.59,262.3,25500.0
2421,2011-05-19,12.16,5.64,265.9,25600.0
2422,2011-05-18,12.14,5.27,265.2,26040.0
2423,2011-05-17,12.0,5.19,265.5,26220.0
2424,2011-05-16,11.9,5.32,259.5,25500.0
2425,2011-05-13,12.16,5.51,265.0,25220.0
2426,2011-05-12,12.38,5.53,267.8,25160.0
2427,2011-05-11,12.4,5.41,268.0,24840.0
2428,2011-05-10,12.48,5.67,271.6,25340.0
2429,2011-05-09,12.41,5.58,269.1,25200.0
2430,2011-05-06,12.38,5.42,267.9,24760.0
2431,2011-05-05,12.38,5.29,267.4,25000.0
2432,2011-05-04,12.48,5.34,268.1,25000.0
2433,2011-05-03,12.44,5.37,267.2,24420.0
2434,2011-05-02,12.37,5.49,269.5,24200.0
2435,2011-04-29,12.5,5.52,272.3,24600.0
2436,2011-04-28,12.38,5.53,269.3,23600.0
2437,2011-04-27,12.51,5.42,269.1,23440.0
2438,2011-04-26,12.51,5.39,266.7,23600.0
2439,2011-04-25,12.61,5.28,262.8,23480.0
2440,2011-04-21,12.52,5.35,262.8,23640.0
2441,2011-04-20,12.23,5.15,263.1,24120.0
2442,2011-04-19,12.07,5.03,261.0,23700.0
2443,2011-04-18,11.85,5.01,263.7,23420.0
2444,2011-04-15,11.69,5.12,265.6,23600.0
2445,2011-04-14,11.87,5.03,289.5,23200.0
2446,2011-04-13,12.0,4.99,288.4,23940.0
2447,2011-04-12,11.87,4.93,285.6,23600.0
2448,2011-04-11,11.81,5.05,289.0,23500.0
2449,2011-04-08,11.97,5.3,289.4,23520.0
2450,2011-04-07,12.07,5.45,290.3,22700.0
2451,2011-04-06,12.07,5.3,287.4,22700.0
2452,2011-04-05,12.1,5.34,284.8,21600.0
2453,2011-04-04,12.19,5.17,294.1,21660.0
2454,2011-04-01,12.31,5.33,296.2,21240.0
2455,2011-03-31,12.45,5.55,293.7,21680.0
2456,2011-03-30,12.45,4.74,291.2,21840.0
2457,2011-03-29,12.53,4.78,291.1,21860.0
2458,2011-03-28,12.52,4.65,288.0,21480.0
2459,2011-03-25,12.55,4.55,290.1,21320.0
2460,2011-03-24,12.32,4.47,293.7,21600.0
2461,2011-03-23,12.11,4.44,291.4,21580.0
2462,2011-03-22,12.19,4.44,288.9,22140.0
2463,2011-03-21,12.12,4.55,288.5,22300.0
2464,2011-03-18,11.81,4.59,280.8,22500.0
2465,2011-03-17,11.95,4.56,281.0,22260.0
2466,2011-03-16,11.79,4.56,278.8,22280.0
2467,2011-03-15,12.34,4.59,285.1,22100.0
2468,2011-03-14,12.63,4.65,285.3,21440.0
2469,2011-03-11,12.57,4.81,288.6,20600.0
2470,2011-03-10,12.38,4.8,290.4,20720.0
2471,2011-03-09,12.59,4.94,296.2,20600.0
2472,2011-03-08,12.71,4.93,296.4,20920.0
2473,2011-03-07,12.69,4.99,296.1,20560.0
2474,2011-03-04,12.86,4.99,300.6,20420.0
2475,2011-03-03,12.84,4.87,305.1,20520.0
2476,2011-03-02,12.58,4.8,300.7,20320.0
2477,2011-03-01,12.48,4.79,300.7,20800.0
2478,2011-02-28,12.61,4.78,307.0,21100.0
2479,2011-02-25,12.43,4.72,305.3,21600.0
2480,2011-02-24,12.25,4.51,304.7,22100.0
2481,2011-02-23,12.24,4.37,306.0,21600.0
2482,2011-02-22,12.09,4.37,305.4,21160.0
2483,2011-02-18,12.52,4.64,315.4,21220.0
2484,2011-02-17,12.8,4.72,312.9,21460.0
2485,2011-02-16,12.97,4.95,312.4,21320.0
2486,2011-02-15,12.85,4.57,312.4,21360.0
2487,2011-02-14,12.83,4.62,314.4,21040.0
2488,2011-02-11,12.74,4.65,312.5,21140.0
2489,2011-02-10,12.66,4.64,308.5,20240.0
2490,2011-02-09,12.79,4.64,308.5,20140.0
2491,2011-02-08,12.69,4.9,309.5,20900.0
2492,2011-02-07,12.57,4.61,307.5,20300.0
2493,2011-02-04,12.37,4.69,305.8,20800.0
2494,2011-02-03,12.27,4.73,305.4,21000.0
2495,2011-02-02,12.3,4.79,306.3,21680.0
2496,2011-02-01,12.32,4.78,305.8,21060.0
2497,2011-01-31,12.12,4.82,300.5,21280.0
2498,2011-01-28,12.0,4.8,300.8,21120.0
2499,2011-01-27,12.26,4.98,308.7,20880.0
2500,2011-01-26,12.28,4.95,308.5,21320.0
2501,2011-01-25,12.19,4.94,310.3,21000.0
2502,2011-01-24,12.05,4.9,305.8,21480.0
2503,2011-01-21,11.67,4.61,306.2,20080.0
2504,2011-01-20,11.88,4.52,313.7,20100.0
2505,2011-01-19,12.1,4.81,316.2,19560.0
2506,2011-01-18,12.17,5.13,320.1,18940.0
2507,2011-01-14,12.45,5.15,312.4,18860.0
2508,2011-01-13,12.35,5.24,308.6,18700.0
2509,2011-01-12,12.3,5.39,308.7,19260.0
2510,2011-01-11,12.2,5.39,308.3,19000.0
2511,2011-01-10,12.23,5.69,307.4,19260.0
2512,2011-01-07,12.0,5.65,308.5,19600.0
2513,2011-01-06,11.92,5.58,307.0,19500.0
2514,2011-01-05,11.93,5.37,304.8,19920.0
2515,2011-01-04,11.83,5.33,301.4,19920.0
2516,2011-01-03,11.77,5.32,302.5,19660.0
2517,2010-12-31,11.52,5.33,297.3,18700.0
2518,2010-12-30,11.56,5.3,299.7,19700.0
2519,2010-12-29,11.62,5.55,300.8,19400.0
2520,2010-12-28,11.62,5.28,299.8,19860.0
2521,2010-12-27,11.6,5.11,301.5,20100.0
2522,2010-12-23,11.56,6.02,302.4,19340.0
2523,2010-12-22,11.61,6.53,303.0,19420.0
2524,2010-12-21,11.58,6.45,301.8,19800.0
2525,2010-12-20,11.51,6.34,297.8,19360.0
2526,2010-12-17,11.45,6.27,295.7,18900.0
2527,2010-12-16,11.47,6.16,296.1,18480.0
2528,2010-12-15,11.44,5.92,295.4,18680.0
2529,2010-12-14,11.44,5.71,297.7,18900.0
2530,2010-12-13,11.49,6.11,297.6,18820.0
2531,2010-12-10,11.45,6.3,296.4,18340.0
2532,2010-12-09,11.42,6.41,296.0,18140.0
2533,2010-12-08,11.46,6.47,295.6,17720.0
2534,2010-12-07,11.36,6.31,293.9,17660.0
2535,2010-12-06,11.43,6.06,289.5,17800.0
2536,2010-12-03,11.34,6.3,286.8,17720.0
2537,2010-12-02,11.36,6.47,286.2,17800.0
2538,2010-12-01,11.3,6.87,282.5,17960.0
2539,2010-11-30,11.11,7.07,278.1,17620.0
2540,2010-11-29,11.32,6.87,291.3,17480.0
2541,2010-11-26,11.28,7.06,295.3,17200.0
2542,2010-11-24,11.24,7.09,297.8,17100.0
2543,2010-11-23,11.03,6.91,291.8,16840.0
2544,2010-11-22,11.19,6.68,295.9,16560.0
2545,2010-11-19,10.95,6.2,295.7,16800.0
2546,2010-11-18,11.02,5.98,298.6,16740.0
2547,2010-11-17,10.73,5.9,292.1,16140.0
2548,2010-11-16,10.77,5.93,292.1,16080.0
2549,2010-11-15,10.97,6.16,298.0,15500.0
2550,2010-11-12,11.0,5.97,301.9,15160.0
2551,2010-11-11,11.31,5.61,308.9,15800.0
2552,2010-11-10,11.36,5.87,311.7,16260.0
2553,2010-11-09,11.29,4.93,312.7,16220.0
2554,2010-11-08,11.38,5.0,313.7,16160.0
2555,2010-11-05,11.33,4.89,312.8,15960.0
2556,2010-11-04,11.37,4.98,312.4,15420.0
2557,2010-11-03,11.17,4.35,310.4,15060.0
2558,2010-11-02,11.05,4.25,308.1,15600.0
2559,2010-11-01,10.86,4.28,307.8,15960.0
2560,2010-10-29,10.75,4.37,307.1,15460.0
2561,2010-10-28,10.9,4.24,309.6,14540.0
2562,2010-10-27,10.99,4.2,308.5,14620.0
2563,2010-10-26,11.0,4.27,309.6,15380.0
2564,2010-10-25,11.03,4.17,308.5,15420.0
2565,2010-10-22,10.98,4.14,306.6,14880.0
2566,2010-10-21,11.05,4.15,306.3,14840.0
2567,2010-10-20,11.09,4.13,304.3,14660.0
2568,2010-10-19,11.05,4.01,304.2,14520.0
2569,2010-10-18,11.36,4.05,309.1,14500.0
2570,2010-10-15,11.24,4.11,301.0,14160.0
2571,2010-10-14,10.8,4.15,270.7,14460.0
2572,2010-10-13,10.72,4.11,271.9,
2573,2010-10-12,10.66,4.05,271.0,
2574,2010-10-11,10.55,4.05,269.7,
2575,2010-10-08,10.5,4.09,268.4,
2576,2010-10-07,10.33,4.09,265.3,
2577,2010-10-06,10.33,4.09,267.4,
2578,2010-10-05,10.32,4.22,269.4,
2579,2010-10-04,9.95,4.2,261.4,
2580,2010-10-01,10.09,4.12,263.1,
2581,2010-09-30,10.13,4.08,263.1,
2582,2010-09-29,10.26,4.4,264.1,
2583,2010-09-28,10.24,4.28,263.8,
2584,2010-09-27,10.4,4.11,265.5,
2585,2010-09-24,10.44,4.02,263.9,
2586,2010-09-23,10.32,3.91,257.0,
2587,2010-09-22,10.28,3.97,258.3,
2588,2010-09-21,10.13,4.15,257.0,
2589,2010-09-20,10.12,4.21,254.4,
2590,2010-09-17,9.83,4.05,245.3,
2591,2010-09-16,9.88,4.19,240.8,
2592,2010-09-15,9.65,4.4,240.6,
2593,2010-09-14,9.57,4.22,240.4,
2594,2010-09-13,9.54,4.14,241.4,
2595,2010-09-10,9.41,4.03,238.3,
2596,2010-09-09,9.4,4.14,238.3,
2597,2010-09-08,9.39,4.18,235.5,
2598,2010-09-07,9.21,4.11,232.4,
2599,2010-09-03,9.24,4.21,235.4,
2600,2010-09-02,9.01,4.21,231.8,
2601,2010-09-01,8.94,4.09,230.4,
2602,2010-08-31,8.68,3.9,225.2,
2603,2010-08-30,8.66,3.97,226.6,
2604,2010-08-27,8.63,3.94,229.6,
2605,2010-08-26,8.58,3.95,225.7,
2606,2010-08-25,8.67,3.98,227.5,
2607,2010-08-24,8.57,3.84,225.9,
2608,2010-08-23,8.78,4.03,232.3,
2609,2010-08-20,8.92,3.82,231.2,
2610,2010-08-19,8.92,3.76,234.2,
2611,2010-08-18,9.04,3.75,241.3,
2612,2010-08-17,9.0,3.83,245.5,
2613,2010-08-16,8.84,3.76,243.0,
2614,2010-08-13,8.9,3.66,243.4,
2615,2010-08-12,8.99,3.52,246.2,
2616,2010-08-11,8.94,3.58,246.1,
2617,2010-08-10,9.26,3.81,252.1,
2618,2010-08-09,9.35,3.92,252.9,
2619,2010-08-06,9.29,3.92,250.4,
2620,2010-08-05,9.35,4.09,254.3,
2621,2010-08-04,9.39,4.25,253.4,
2622,2010-08-03,9.35,4.39,245.1,
2623,2010-08-02,9.35,4.18,245.4,
2624,2010-07-30,9.19,3.99,242.7,
2625,2010-07-29,9.22,4.07,242.7,
2626,2010-07-28,9.32,4.14,242.4,
2627,2010-07-27,9.43,4.11,246.6,
2628,2010-07-26,9.26,4.19,244.7,
2629,2010-07-23,9.28,4.26,245.3,
2630,2010-07-22,9.25,4.2,242.6,
2631,2010-07-21,9.08,4.04,239.0,
2632,2010-07-20,9.0,4.06,241.0,
2633,2010-07-19,8.77,4.38,233.3,
2634,2010-07-16,8.92,4.13,230.0,
2635,2010-07-15,8.98,3.98,247.3,
2636,2010-07-14,9.03,3.97,245.9,
2637,2010-07-13,8.99,3.63,244.8,
2638,2010-07-12,9.19,3.41,238.1,
2639,2010-07-09,9.27,3.48,234.0,
2640,2010-07-08,9.22,3.49,228.5,
2641,2010-07-07,9.24,3.16,225.3,
2642,2010-07-06,8.88,3.22,218.3,
2643,2010-07-02,8.82,3.84,218.5,
2644,2010-07-01,8.87,4.39,220.0,
2645,2010-06-30,8.98,4.77,222.7,
